0,1,2
"{'id': 'HGNC:4398', 'label': 'GNB2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007429', 'label': 'Few cafe-au-lait spots'}"
"{'id': 'HGNC:4398', 'label': 'GNB2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002527', 'label': 'Falls'}"
"{'id': 'HGNC:4398', 'label': 'GNB2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001397', 'label': 'Hepatic steatosis'}"
"{'id': 'HGNC:4398', 'label': 'GNB2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001396', 'label': 'Cholestasis'}"
"{'id': 'HGNC:4398', 'label': 'GNB2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0025352', 'label': 'Typically de novo'}"
"{'id': 'HGNC:4398', 'label': 'GNB2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001371', 'label': 'Flexion contracture'}"
"{'id': 'HGNC:4398', 'label': 'GNB2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001386', 'label': 'Joint swelling'}"
"{'id': 'HGNC:4398', 'label': 'GNB2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000054', 'label': 'Micropenis'}"
"{'id': 'HGNC:4398', 'label': 'GNB2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001382', 'label': 'Joint hypermobility'}"
"{'id': 'HGNC:9283', 'label': 'PPP1CC'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:11697', 'label': 'DYNLT1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:2873', 'label': 'CYB5R3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:7061', 'label': 'MGST1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:12669', 'label': 'VDAC1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:4803', 'label': 'HADHB'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:12672', 'label': 'VDAC2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:587', 'label': 'APEX1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:21919', 'label': 'PARP12'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:11150', 'label': 'SNRNP70'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:16384', 'label': 'TRIM28'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:7464', 'label': 'MTNR1B'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:30292', 'label': 'G3BP1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:4404', 'label': 'GNG2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:1780', 'label': 'CDK9'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:6407', 'label': 'KRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:18278', 'label': 'RAD18'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:19118', 'label': 'TNIP2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:1918', 'label': 'CHD3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:1701', 'label': 'CD81'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4398', 'label': 'GNB2'}"
"{'id': 'HGNC:4847', 'label': 'HCRT'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}"
"{'id': 'HGNC:4944', 'label': 'HLA-DQB1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}"
"{'id': 'HGNC:4948', 'label': 'HLA-DRB1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}"
"{'id': 'HGNC:7197', 'label': 'MOG'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}"
"{'id': 'HGNC:8540', 'label': 'P2RY11'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}"
"{'id': 'HGNC:2535', 'label': 'CTSH'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}"
"{'id': 'HGNC:18194', 'label': 'ZNF365'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}"
"{'id': 'HGNC:11934', 'label': 'TNFSF4'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}"
"{'id': 'MONDO:0016158', 'label': 'narcolepsy-cataplexy syndrome'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}"
"{'id': 'MONDO:0018044', 'label': 'idiopathic hypersomnia'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}"
"{'id': 'MONDO:0008062', 'label': 'narcolepsy 1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006896', 'label': 'Hypnopompic hallucinations'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0016987', 'label': 'neuroacanthocytosis'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0019268', 'label': 'epidermal disease'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0020127', 'label': 'hereditary peripheral neuropathy'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0100118', 'label': 'hereditary skin disorder'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:related_to'},"{'id': 'HP:0002072', 'label': 'Chorea'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0000708', 'label': 'Atypical behavior'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001300', 'label': 'Parkinsonism'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001315', 'label': 'Reduced tendon reflexes'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001927', 'label': 'Acanthocytosis'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002340', 'label': 'Caudate atrophy'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002460', 'label': 'Distal muscle weakness'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002495', 'label': 'Impaired vibratory sensation'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002527', 'label': 'Falls'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0003198', 'label': 'Myopathy'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0003438', 'label': 'Absent Achilles reflex'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0003445', 'label': 'EMG: neuropathic changes'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0003477', 'label': 'Peripheral axonal neuropathy'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0006956', 'label': 'Lateral ventricle dilatation'}"
"{'id': 'MONDO:0008695', 'label': 'chorea-acanthocytosis'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007078', 'label': 'Decreased amplitude of sensory action potentials'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:25773', 'label': 'WDR76'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:6742', 'label': 'LZTR1'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11038', 'label': 'SLC5A3'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:14685', 'label': 'F11R'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:9508', 'label': 'PSEN1'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:30760', 'label': 'TMEM165'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:9099', 'label': 'PLXNA1'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:3228', 'label': 'EFNB3'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:21479', 'label': 'DCBLD1'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7226', 'label': 'MPZL1'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:216', 'label': 'ADAM9'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:1116', 'label': 'BSG'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11057', 'label': 'SLC7A1'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:13448', 'label': 'SLC38A2'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:10943', 'label': 'SLC1A5'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11003', 'label': 'SLC29A1'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:10937', 'label': 'SLC19A1'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:28734', 'label': 'DCUN1D3'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:26401', 'label': 'MARVELD2'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11438', 'label': 'STX3'}"
"{'id': 'HGNC:5173', 'label': 'HRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:1097', 'label': 'BRAF'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:646', 'label': 'ARAF'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:7989', 'label': 'NRAS'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:7765', 'label': 'NF1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'RGD:69264', 'label': 'Shank3'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:1734', 'label': 'CDC34'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:3468', 'label': 'ESR2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:328', 'label': 'AGR2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:7881', 'label': 'NOTCH1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:6190', 'label': 'JAK1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:16712', 'label': 'FBXW7'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:24876', 'label': 'GOLGA7'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:18475', 'label': 'ZDHHC9'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:3942', 'label': 'MTOR'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:7137', 'label': 'AFDN'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:7989', 'label': 'NRAS'}"
"{'id': 'HGNC:4816', 'label': 'HARS1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:4879', 'label': 'HEXB'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:7871', 'label': 'NONO'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:8907', 'label': 'PGM3'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:2265', 'label': 'COX4I1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:697', 'label': 'ARL6IP1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:30213', 'label': 'ATP13A2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:10519', 'label': 'SACS'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:8157', 'label': 'SIGMAR1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:9722', 'label': 'ALDH18A1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:10680', 'label': 'SDHA'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:10683', 'label': 'SDHD'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:10681', 'label': 'SDHB'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:25519', 'label': 'ANO10'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:25532', 'label': 'MTPAP'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'MONDO:0017721', 'label': 'Sandhoff disease, infantile form'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'MONDO:0014024', 'label': 'hereditary spastic paraplegia 43'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'MONDO:0008938', 'label': 'early-onset cerebellar ataxia with retained tendon reflexes'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007083', 'label': 'Hyperactive patellar reflex'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:11408', 'label': 'STK4'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:12468', 'label': 'UBC'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:25629', 'label': 'OTULINL'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:16926', 'label': 'KRTAP9-2'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:16031', 'label': 'RNF31'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:28688', 'label': 'CCDC24'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:9262', 'label': 'PPIL3'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:10469', 'label': 'RTN3'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:48813', 'label': 'HNRNPCL2'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:30077', 'label': 'REEP5'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4226', 'label': 'GDI1'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:4426', 'label': 'GOLGA3'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:16435', 'label': 'HM13'}"
"{'id': 'HGNC:16031', 'label': 'RNF31'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:6210', 'label': 'CD82'}"
"{'id': 'HGNC:1876', 'label': 'CFLAR'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:16031', 'label': 'RNF31'}"
"{'id': 'HGNC:11916', 'label': 'TNFRSF1A'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:16031', 'label': 'RNF31'}"
"{'id': 'HGNC:11892', 'label': 'TNF'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:16031', 'label': 'RNF31'}"
"{'id': 'HGNC:11584', 'label': 'TBK1'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:16031', 'label': 'RNF31'}"
"{'id': 'HGNC:329', 'label': 'AGRN'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:16031', 'label': 'RNF31'}"
"{'id': 'HGNC:5961', 'label': 'IKBKG'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:16031', 'label': 'RNF31'}"
"{'id': 'HGNC:590', 'label': 'BIRC2'}",{'label': 'biolink:interacts_with'},"{'id': 'HGNC:16031', 'label': 'RNF31'}"
"{'id': 'MONDO:0008458', 'label': 'spinocerebellar ataxia type 2'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0005144', 'label': 'familial amyotrophic lateral sclerosis'}"
"{'id': 'HGNC:7106', 'label': 'ATXN3'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0017174', 'label': 'Machado-Joseph disease type 1'}"
"{'id': 'HGNC:7106', 'label': 'ATXN3'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0017176', 'label': 'Machado-Joseph disease type 3'}"
"{'id': 'HGNC:7106', 'label': 'ATXN3'}",{'label': 'biolink:gene_associated_with_condition'},"{'id': 'MONDO:0017175', 'label': 'Machado-Joseph disease type 2'}"
"{'id': 'MONDO:0005355', 'label': 'coronary restenosis'}",{'label': 'biolink:subclass_of'},"{'id': 'MONDO:0006715', 'label': 'coronary stenosis'}"
"{'id': 'CHEBI:15365', 'label': 'acetylsalicylic acid'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0005355', 'label': 'coronary restenosis'}"
"{'id': 'CHEBI:37941', 'label': 'clopidogrel'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0005355', 'label': 'coronary restenosis'}"
"{'id': 'CHEBI:50427', 'label': 'platelet aggregation inhibitor'}",{'label': 'biolink:treats_or_applied_or_studied_to_treat'},"{'id': 'MONDO:0005355', 'label': 'coronary restenosis'}"
"{'id': 'HP:0002406', 'label': 'Limb dysmetria'}",{'label': 'biolink:subclass_of'},"{'id': 'HP:0002070', 'label': 'Limb ataxia'}"
"{'id': 'HGNC:777', 'label': 'ZFHX3'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002406', 'label': 'Limb dysmetria'}"
"{'id': 'HGNC:7467', 'label': 'MTTP'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:3775', 'label': 'FMR1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:3951', 'label': 'FXN'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:4117', 'label': 'B4GALNT1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:4235', 'label': 'GFAP'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:4283', 'label': 'GJB1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:4593', 'label': 'GRM1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002406', 'label': 'Limb dysmetria'}"
"{'id': 'HGNC:4593', 'label': 'GRM1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:4601', 'label': 'GRN'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:4659', 'label': 'GTF2I'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:5456', 'label': 'IFRD1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:6180', 'label': 'ITPR1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0001310', 'label': 'Dysmetria'}"
"{'id': 'HGNC:6235', 'label': 'KCNC3'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002406', 'label': 'Limb dysmetria'}"
"{'id': 'HGNC:9508', 'label': 'PSEN1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0030219', 'label': 'Semantic dementia'}"
"{'id': 'HGNC:9509', 'label': 'PSEN2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0030219', 'label': 'Semantic dementia'}"
"{'id': 'HGNC:17761', 'label': 'TREM2'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0030219', 'label': 'Semantic dementia'}"
"{'id': 'HGNC:37', 'label': 'ABCA7'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0030219', 'label': 'Semantic dementia'}"
"{'id': 'HGNC:18001', 'label': 'TOMM40'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0030219', 'label': 'Semantic dementia'}"
"{'id': 'HGNC:11185', 'label': 'SORL1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0030219', 'label': 'Semantic dementia'}"
"{'id': 'MONDO:0015140', 'label': 'early-onset autosomal dominant Alzheimer disease'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0030219', 'label': 'Semantic dementia'}"
"{'id': 'CHEBI:10106', 'label': 'zearalenone'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:33572', 'label': 'resorcinols'}"
"{'id': 'CHEBI:10106', 'label': 'zearalenone'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:25106', 'label': 'macrolide'}"
"{'id': 'CHEBI:32807', 'label': 'o-orsellinic acid'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:23778', 'label': 'dihydroxybenzoic acid'}"
"{'id': 'CHEBI:32807', 'label': 'o-orsellinic acid'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:33572', 'label': 'resorcinols'}"
"{'id': 'CHEBI:32807', 'label': 'o-orsellinic acid'}",{'label': 'biolink:related_to'},"{'id': 'CHEBI:16162', 'label': 'o-orsellinate'}"
"{'id': 'CHEBI:33572', 'label': 'resorcinols'}",{'label': 'biolink:subclass_of'},"{'id': 'CHEBI:33570', 'label': 'benzenediols'}"
"{'id': 'CHEBI:72596', 'label': 'papulacandin'}",{'label': 'biolink:related_to'},"{'id': 'CHEBI:32807', 'label': 'o-orsellinic acid'}"
"{'id': 'MONDO:0009896', 'label': 'polymyoclonus, infantile'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0007295', 'label': 'Chaotic rapid conjugate ocular movements'}"
"{'id': 'HGNC:816', 'label': 'ATP2B3'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002470', 'label': 'Nonprogressive cerebellar ataxia'}"
"{'id': 'HGNC:9218', 'label': 'POU4F1'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002470', 'label': 'Nonprogressive cerebellar ataxia'}"
"{'id': 'HGNC:25491', 'label': 'FRMD4A'}",{'label': 'biolink:has_phenotype'},"{'id': 'HP:0002470', 'label': 'Nonprogressive cerebellar ataxia'}"
